Date,Time reported(PT),Ping Time(ms.),Time collected,date collected,Source,Provider
20.Mar.2019,20:55,15.76,19:12:30,Thu 21 Mar 2019,Is it down right now?,Sprint
21.Mar.2019,01:47,5.3,19:12:30,Thu 21 Mar 2019,Is it down right now?,Sprint
21.Mar.2019,08:34,5.12,19:12:30,Thu 21 Mar 2019,Is it down right now?,Sprint
21.Mar.2019,14:31,5.59,19:12:30,Thu 21 Mar 2019,Is it down right now?,Sprint
21.Mar.2019,19:08,8.83,19:12:30,Thu 21 Mar 2019,Is it down right now?,Sprint
20.Mar.2019,22:57,5.73,19:12:30,Thu 21 Mar 2019,Is it down right now?,Sprint
21.Mar.2019,04:41,5.55,19:12:30,Thu 21 Mar 2019,Is it down right now?,Sprint
21.Mar.2019,12:17,5.41,19:12:30,Thu 21 Mar 2019,Is it down right now?,Sprint
21.Mar.2019,17:06,6.03,19:12:30,Thu 21 Mar 2019,Is it down right now?,Sprint
21.Mar.2019,21:16,15.89,19:12:30,Thu 21 Mar 2019,Is it down right now?,Sprint
