Date,Time reported(PT),Ping Time(ms.),Time collected,date collected,Source,Provider
20.Mar.2019,03:40,74.46,13:05:46,Thu 21 Mar 2019,Is it down right now?,Frontier
20.Mar.2019,15:33,92.27,13:05:46,Thu 21 Mar 2019,Is it down right now?,Frontier
20.Mar.2019,22:24,74.4,13:05:46,Thu 21 Mar 2019,Is it down right now?,Frontier
21.Mar.2019,04:24,79.57,13:05:46,Thu 21 Mar 2019,Is it down right now?,Frontier
21.Mar.2019,09:31,76.35,13:05:46,Thu 21 Mar 2019,Is it down right now?,Frontier
20.Mar.2019,13:11,77.22,13:05:46,Thu 21 Mar 2019,Is it down right now?,Frontier
20.Mar.2019,18:46,86.41,13:05:46,Thu 21 Mar 2019,Is it down right now?,Frontier
21.Mar.2019,01:04,79.27,13:05:46,Thu 21 Mar 2019,Is it down right now?,Frontier
21.Mar.2019,07:10,77.51,13:05:46,Thu 21 Mar 2019,Is it down right now?,Frontier
21.Mar.2019,15:36,75.8,13:05:46,Thu 21 Mar 2019,Is it down right now?,Frontier
