Date,Time reported(PT),Ping Time(ms.),Time collected,date collected,Source,Provider
21.Mar.2019,01:35,5.11,19:12:30,Thu 21 Mar 2019,Is it down right now?,att
21.Mar.2019,06:31,5.21,19:12:30,Thu 21 Mar 2019,Is it down right now?,att
21.Mar.2019,11:45,5.4,19:12:30,Thu 21 Mar 2019,Is it down right now?,att
21.Mar.2019,16:01,5.17,19:12:30,Thu 21 Mar 2019,Is it down right now?,att
21.Mar.2019,20:21,5.95,19:12:30,Thu 21 Mar 2019,Is it down right now?,att
21.Mar.2019,03:58,5.54,19:12:30,Thu 21 Mar 2019,Is it down right now?,att
21.Mar.2019,09:41,5.7,19:12:30,Thu 21 Mar 2019,Is it down right now?,att
21.Mar.2019,13:58,6.28,19:12:30,Thu 21 Mar 2019,Is it down right now?,att
21.Mar.2019,18:04,5.08,19:12:30,Thu 21 Mar 2019,Is it down right now?,att
21.Mar.2019,22:39,5.12,19:12:30,Thu 21 Mar 2019,Is it down right now?,att
