Date,Time reported(PT),Ping Time(ms.),Time collected,date collected,Source,Provider
19.Mar.2019,22:32,69.76,11:54:55,Thu 21 Mar 2019,Is it down right now?,CenturyLink
20.Mar.2019,06:16,91.58,11:54:55,Thu 21 Mar 2019,Is it down right now?,CenturyLink
20.Mar.2019,16:37,93.89,11:54:55,Thu 21 Mar 2019,Is it down right now?,CenturyLink
20.Mar.2019,21:40,88.88,11:54:55,Thu 21 Mar 2019,Is it down right now?,CenturyLink
21.Mar.2019,06:28,87.44,11:54:55,Thu 21 Mar 2019,Is it down right now?,CenturyLink
20.Mar.2019,01:55,92.0,11:54:55,Thu 21 Mar 2019,Is it down right now?,CenturyLink
20.Mar.2019,13:09,73.03,11:54:55,Thu 21 Mar 2019,Is it down right now?,CenturyLink
20.Mar.2019,19:21,74.56,11:54:55,Thu 21 Mar 2019,Is it down right now?,CenturyLink
21.Mar.2019,03:14,69.02,11:54:55,Thu 21 Mar 2019,Is it down right now?,CenturyLink
21.Mar.2019,14:15,87.15,11:54:55,Thu 21 Mar 2019,Is it down right now?,CenturyLink
