Date,Time reported(PT),Ping Time(ms.),Time collected,date collected,Source,Provider
20.Mar.2019,00:07,55.95,11:54:55,Thu 21 Mar 2019,Is it down right now?,DirecTV
20.Mar.2019,12:20,7.09,11:54:55,Thu 21 Mar 2019,Is it down right now?,DirecTV
20.Mar.2019,16:40,7.69,11:54:55,Thu 21 Mar 2019,Is it down right now?,DirecTV
21.Mar.2019,01:45,7.14,11:54:55,Thu 21 Mar 2019,Is it down right now?,DirecTV
21.Mar.2019,12:46,16.29,11:54:55,Thu 21 Mar 2019,Is it down right now?,DirecTV
20.Mar.2019,04:56,16.52,11:54:55,Thu 21 Mar 2019,Is it down right now?,DirecTV
20.Mar.2019,14:28,7.85,11:54:55,Thu 21 Mar 2019,Is it down right now?,DirecTV
20.Mar.2019,22:58,6.89,11:54:55,Thu 21 Mar 2019,Is it down right now?,DirecTV
21.Mar.2019,04:35,17.14,11:54:55,Thu 21 Mar 2019,Is it down right now?,DirecTV
21.Mar.2019,15:08,6.88,11:54:55,Thu 21 Mar 2019,Is it down right now?,DirecTV
