Location,Reports,Status,Phone,TV,Date/Time collected,Provider,Source,E-mail,Internet,Wi-fi,Total Blackout
"Brooklyn, NY",669, Problems detected ,1.68%,11.43%,Thu 21 Mar 2019 13:36:47,optimum-cablevision,Is the service down,7.39%,65.04%,5.71%,8.74%
"New York City, NY",231, Problems detected ,1.68%,11.43%,Thu 21 Mar 2019 13:36:47,optimum-cablevision,Is the service down,7.39%,65.04%,5.71%,8.74%
"The Bronx, NY",212, Problems detected ,1.68%,11.43%,Thu 21 Mar 2019 13:36:47,optimum-cablevision,Is the service down,7.39%,65.04%,5.71%,8.74%
"Newark, NJ",140, Problems detected ,1.68%,11.43%,Thu 21 Mar 2019 13:36:47,optimum-cablevision,Is the service down,7.39%,65.04%,5.71%,8.74%
"Flushing, NY",123, Problems detected ,1.68%,11.43%,Thu 21 Mar 2019 13:36:47,optimum-cablevision,Is the service down,7.39%,65.04%,5.71%,8.74%
"Jersey City, NJ",46, Problems detected ,1.68%,11.43%,Thu 21 Mar 2019 13:36:47,optimum-cablevision,Is the service down,7.39%,65.04%,5.71%,8.74%
"Bridgeport, CT",29, Problems detected ,1.68%,11.43%,Thu 21 Mar 2019 13:36:47,optimum-cablevision,Is the service down,7.39%,65.04%,5.71%,8.74%
"East Orange, NJ",23, Problems detected ,1.68%,11.43%,Thu 21 Mar 2019 13:36:47,optimum-cablevision,Is the service down,7.39%,65.04%,5.71%,8.74%
"Union City, NJ",17, Problems detected ,1.68%,11.43%,Thu 21 Mar 2019 13:36:47,optimum-cablevision,Is the service down,7.39%,65.04%,5.71%,8.74%
"Philadelphia, PA",16, Problems detected ,1.68%,11.43%,Thu 21 Mar 2019 13:36:47,optimum-cablevision,Is the service down,7.39%,65.04%,5.71%,8.74%
"Wayne, NJ",16, Problems detected ,1.68%,11.43%,Thu 21 Mar 2019 13:36:47,optimum-cablevision,Is the service down,7.39%,65.04%,5.71%,8.74%
"Secaucus, NJ",16, Problems detected ,1.68%,11.43%,Thu 21 Mar 2019 13:36:47,optimum-cablevision,Is the service down,7.39%,65.04%,5.71%,8.74%
"Piscataway, NJ",15, Problems detected ,1.68%,11.43%,Thu 21 Mar 2019 13:36:47,optimum-cablevision,Is the service down,7.39%,65.04%,5.71%,8.74%
"Edison, NJ",15, Problems detected ,1.68%,11.43%,Thu 21 Mar 2019 13:36:47,optimum-cablevision,Is the service down,7.39%,65.04%,5.71%,8.74%
"New Haven, CT",14, Problems detected ,1.68%,11.43%,Thu 21 Mar 2019 13:36:47,optimum-cablevision,Is the service down,7.39%,65.04%,5.71%,8.74%
"Linden, NJ",13, Problems detected ,1.68%,11.43%,Thu 21 Mar 2019 13:36:47,optimum-cablevision,Is the service down,7.39%,65.04%,5.71%,8.74%
"Bronx, NY",13, Problems detected ,1.68%,11.43%,Thu 21 Mar 2019 13:36:47,optimum-cablevision,Is the service down,7.39%,65.04%,5.71%,8.74%
"Rahway, NJ",13, Problems detected ,1.68%,11.43%,Thu 21 Mar 2019 13:36:47,optimum-cablevision,Is the service down,7.39%,65.04%,5.71%,8.74%
"Silver Spring, MD",12, Problems detected ,1.68%,11.43%,Thu 21 Mar 2019 13:36:47,optimum-cablevision,Is the service down,7.39%,65.04%,5.71%,8.74%
"Washington, D.C., DC",12, Problems detected ,1.68%,11.43%,Thu 21 Mar 2019 13:36:47,optimum-cablevision,Is the service down,7.39%,65.04%,5.71%,8.74%
"Foxborough, MA",12, Problems detected ,1.68%,11.43%,Thu 21 Mar 2019 13:36:47,optimum-cablevision,Is the service down,7.39%,65.04%,5.71%,8.74%
"Meriden, CT",12, Problems detected ,1.68%,11.43%,Thu 21 Mar 2019 13:36:47,optimum-cablevision,Is the service down,7.39%,65.04%,5.71%,8.74%
"Lanham, MD",12, Problems detected ,1.68%,11.43%,Thu 21 Mar 2019 13:36:47,optimum-cablevision,Is the service down,7.39%,65.04%,5.71%,8.74%
"Madison, NJ",11, Problems detected ,1.68%,11.43%,Thu 21 Mar 2019 13:36:47,optimum-cablevision,Is the service down,7.39%,65.04%,5.71%,8.74%
"Valley Stream, NY",11, Problems detected ,1.68%,11.43%,Thu 21 Mar 2019 13:36:47,optimum-cablevision,Is the service down,7.39%,65.04%,5.71%,8.74%
"South Orange, NJ",10, Problems detected ,1.68%,11.43%,Thu 21 Mar 2019 13:36:47,optimum-cablevision,Is the service down,7.39%,65.04%,5.71%,8.74%
"Matawan, NJ",10, Problems detected ,1.68%,11.43%,Thu 21 Mar 2019 13:36:47,optimum-cablevision,Is the service down,7.39%,65.04%,5.71%,8.74%
"Elizabeth, NJ",10, Problems detected ,1.68%,11.43%,Thu 21 Mar 2019 13:36:47,optimum-cablevision,Is the service down,7.39%,65.04%,5.71%,8.74%
"Detroit, MI",10, Problems detected ,1.68%,11.43%,Thu 21 Mar 2019 13:36:47,optimum-cablevision,Is the service down,7.39%,65.04%,5.71%,8.74%
"Lynbrook, NY",10, Problems detected ,1.68%,11.43%,Thu 21 Mar 2019 13:36:47,optimum-cablevision,Is the service down,7.39%,65.04%,5.71%,8.74%
"Clark, NJ",10, Problems detected ,1.68%,11.43%,Thu 21 Mar 2019 13:36:47,optimum-cablevision,Is the service down,7.39%,65.04%,5.71%,8.74%
"New Rochelle, NY",10, Problems detected ,1.68%,11.43%,Thu 21 Mar 2019 13:36:47,optimum-cablevision,Is the service down,7.39%,65.04%,5.71%,8.74%
"Lyons, NJ",10, Problems detected ,1.68%,11.43%,Thu 21 Mar 2019 13:36:47,optimum-cablevision,Is the service down,7.39%,65.04%,5.71%,8.74%
"Yonkers, NY",9, Problems detected ,1.68%,11.43%,Thu 21 Mar 2019 13:36:47,optimum-cablevision,Is the service down,7.39%,65.04%,5.71%,8.74%
"Paterson, NJ",9, Problems detected ,1.68%,11.43%,Thu 21 Mar 2019 13:36:47,optimum-cablevision,Is the service down,7.39%,65.04%,5.71%,8.74%
"Metuchen, NJ",9, Problems detected ,1.68%,11.43%,Thu 21 Mar 2019 13:36:47,optimum-cablevision,Is the service down,7.39%,65.04%,5.71%,8.74%
"Boston, MA",9, Problems detected ,1.68%,11.43%,Thu 21 Mar 2019 13:36:47,optimum-cablevision,Is the service down,7.39%,65.04%,5.71%,8.74%
"New City, NY",9, Problems detected ,1.68%,11.43%,Thu 21 Mar 2019 13:36:47,optimum-cablevision,Is the service down,7.39%,65.04%,5.71%,8.74%
"Colonia, NJ",9, Problems detected ,1.68%,11.43%,Thu 21 Mar 2019 13:36:47,optimum-cablevision,Is the service down,7.39%,65.04%,5.71%,8.74%
"Milford, CT",9, Problems detected ,1.68%,11.43%,Thu 21 Mar 2019 13:36:47,optimum-cablevision,Is the service down,7.39%,65.04%,5.71%,8.74%
"South Plainfield, NJ",9, Problems detected ,1.68%,11.43%,Thu 21 Mar 2019 13:36:47,optimum-cablevision,Is the service down,7.39%,65.04%,5.71%,8.74%
"Maplewood, NJ",8, Problems detected ,1.68%,11.43%,Thu 21 Mar 2019 13:36:47,optimum-cablevision,Is the service down,7.39%,65.04%,5.71%,8.74%
"Syracuse, NY",8, Problems detected ,1.68%,11.43%,Thu 21 Mar 2019 13:36:47,optimum-cablevision,Is the service down,7.39%,65.04%,5.71%,8.74%
"Bayonne, NJ",8, Problems detected ,1.68%,11.43%,Thu 21 Mar 2019 13:36:47,optimum-cablevision,Is the service down,7.39%,65.04%,5.71%,8.74%
"Lyndhurst, NJ",8, Problems detected ,1.68%,11.43%,Thu 21 Mar 2019 13:36:47,optimum-cablevision,Is the service down,7.39%,65.04%,5.71%,8.74%
"Stamford, CT",8, Problems detected ,1.68%,11.43%,Thu 21 Mar 2019 13:36:47,optimum-cablevision,Is the service down,7.39%,65.04%,5.71%,8.74%
"New Hyde Park, NY",8, Problems detected ,1.68%,11.43%,Thu 21 Mar 2019 13:36:47,optimum-cablevision,Is the service down,7.39%,65.04%,5.71%,8.74%
"Garfield, NJ",7, Problems detected ,1.68%,11.43%,Thu 21 Mar 2019 13:36:47,optimum-cablevision,Is the service down,7.39%,65.04%,5.71%,8.74%
"Cresskill, NJ",7, Problems detected ,1.68%,11.43%,Thu 21 Mar 2019 13:36:47,optimum-cablevision,Is the service down,7.39%,65.04%,5.71%,8.74%
"Norwalk, CT",7, Problems detected ,1.68%,11.43%,Thu 21 Mar 2019 13:36:47,optimum-cablevision,Is the service down,7.39%,65.04%,5.71%,8.74%
