Date,Time reported(PT),Ping Time(ms.),Time collected,date collected,Source,Provider
19.Mar.2019,01:56,37.19,11:54:55,Thu 21 Mar 2019,Is it down right now?,Suddenlink
19.Mar.2019,16:55,32.0,11:54:55,Thu 21 Mar 2019,Is it down right now?,Suddenlink
20.Mar.2019,09:56,33.51,11:54:55,Thu 21 Mar 2019,Is it down right now?,Suddenlink
20.Mar.2019,16:44,30.97,11:54:55,Thu 21 Mar 2019,Is it down right now?,Suddenlink
21.Mar.2019,12:56,36.36,11:54:55,Thu 21 Mar 2019,Is it down right now?,Suddenlink
19.Mar.2019,13:31,30.69,11:54:55,Thu 21 Mar 2019,Is it down right now?,Suddenlink
19.Mar.2019,23:02,29.9,11:54:55,Thu 21 Mar 2019,Is it down right now?,Suddenlink
20.Mar.2019,14:23,31.82,11:54:55,Thu 21 Mar 2019,Is it down right now?,Suddenlink
21.Mar.2019,03:43,31.48,11:54:55,Thu 21 Mar 2019,Is it down right now?,Suddenlink
21.Mar.2019,14:58,34.43,11:54:55,Thu 21 Mar 2019,Is it down right now?,Suddenlink
