Date,Time reported(PT),Ping Time(ms.),Time collected,date collected,Source,Provider
20.Mar.2019,01:55,92.0,13:37:59,Thu 21 Mar 2019,Is it down right now?,CenturyLink
20.Mar.2019,13:09,73.03,13:37:59,Thu 21 Mar 2019,Is it down right now?,CenturyLink
20.Mar.2019,19:21,74.56,13:37:59,Thu 21 Mar 2019,Is it down right now?,CenturyLink
21.Mar.2019,03:14,69.02,13:37:59,Thu 21 Mar 2019,Is it down right now?,CenturyLink
21.Mar.2019,14:15,87.15,13:37:59,Thu 21 Mar 2019,Is it down right now?,CenturyLink
20.Mar.2019,06:16,91.58,13:37:59,Thu 21 Mar 2019,Is it down right now?,CenturyLink
20.Mar.2019,16:37,93.89,13:37:59,Thu 21 Mar 2019,Is it down right now?,CenturyLink
20.Mar.2019,21:40,88.88,13:37:59,Thu 21 Mar 2019,Is it down right now?,CenturyLink
21.Mar.2019,06:28,87.44,13:37:59,Thu 21 Mar 2019,Is it down right now?,CenturyLink
21.Mar.2019,16:19,91.97,13:37:59,Thu 21 Mar 2019,Is it down right now?,CenturyLink
